name	smarts	keep_atoms	add_atoms	protected_smiles	cleaved_smiles	decoys	policy	decoy_scope
thiol_dimetoxy_tritil	[S;D2;y0;z1;+0:1]-;!@[C;D4;z1;y1;+0](-[C;a;r6;+0]:1:[C;D2;+0]:[C;D2;+0]:[C;D3;y1;+0]([O;D2;y0;+0][C;D1;+0]):[C;D2;+0]:[C;D2;+0]:1)(-[C;a;r6;+0]:1:[C;D2;+0]:[C;D2;+0]:[C;D3;y1;+0]([O;D2;y0;+0][C;D1;+0]):[C;D2;+0]:[C;D2;+0]:1)-[C;a;r6;+0]:1:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:1	[1]	[]	COc1ccc(cc1)C(SC(C)C)(c1ccccc1)c1ccc(OC)cc1	CC(C)S	[]	conservative	per_rule
thiol_chloro_tritil	[S;D2;y0;z1;+0:1]-;!@[C;D4;z1;y1;+0](-[C;a;r6;+0]:1:[C;D3;y1;+0]([Cl;D1;+0]):[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:1)(-[C;a;r6;+0]:1:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:1)-[C;a;r6;+0]:1:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:1	[1]	[]	CC(C)SC(c1c(Cl)cccc1)(c1ccccc1)c1ccccc1	CC(C)S	[]	conservative	per_rule
thiol_benzyl	[S;D2;y0;z1;+0:1]-;!@[C;D2;z1;y1;+0]-[C;a;r6;+0]:1:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:1	[1]	[]	CC(C)SCc1ccccc1	CC(C)S	[]	aggressive	per_rule
thiol_tbu	[S;D2;y0;z1;+0:1]-;!@[C;D4;y1;z1;+0]([C;D1;+0])([C;D1;+0])[C;D1;+0]	[1]	[]	CC(C)SC(C)(C)C	CC(C)S	[]	aggressive	per_rule
thiol_stbu	[S;D2;y1;z1;+0:1]-;!@[S;D2;z1;y1;+0]-[C;D4;y1;z1;+0]([C;D1;+0])([C;D1;+0])[C;D1;+0]	[1]	[]	CC(C)SSC(C)(C)C	CC(C)S	[]	conservative	per_rule
thiol_strimethoxyphenyl	[S;D2;y1;z1;+0:1]-;!@[S;D2;z1;y1;+0]-[C;a;r6;+0]:1:[C;D3;y1;+0]([O;D2;y0;+0][C;D1;+0]):[C;D2;+0]:[C;D3;y1;+0]([O;D2;y0;+0][C;D1;+0]):[C;D2;+0]:[C;D3;y1;+0]:1[O;D2;y0;+0][C;D1;+0]	[1]	[]	COc1cc(OC)c(SSC(C)C)c(OC)c1	CC(C)S	[]	conservative	per_rule
thiol_amine_dimethoxybenzyl	[S;D2;r5;y0;z1;+0:1]1[C;+0:3][C;+0:4][N;z1;+0:2]-[C;D3;y2;z1;+0]1-[C;a;r6;+0]:1:[C;D3;y1;+0]([O;D2;y0;+0][C;D1;+0]):[C;D2;+0]:[C;D3;y1;+0]([O;D2;y0;+0][C;D1;+0]):[C;D2;+0]:[C;D2;+0]:1	[1,2,3,4]	[]	COC1=CC=C(C2NC(C)CS2)C(OC)=C1	NC(C)CS	[]	conservative	per_rule
hydroxyl_boc	[O;D2;+0:1]-;!@[C;z2;y3;+0](=[O;+0])[O;D2;y0;+0]-[C;D4;y1;z1;+0]([C;D1;+0])([C;D1;+0])[C;D1;+0]	[1]	[]	CC(C)OC(=O)OC(C)(C)C	CC(C)O	[]	conservative	per_rule
hydroxyl_tbu	[O;D2;+0:1]-;!@[C;D4;y1;z1;+0]([C;D1;+0])([C;D1;+0])[C;D1;+0]	[1]	[]	CC(C)OC(C)(C)C	CC(C)O	[]	aggressive	per_rule
hydroxyl_allyl	[O;D2;+0:1]-;!@[C;D2;z1;y1;+0][C;D2;y0;z2;+0]=[C;D1;+0]	[1]	[]	CC(C)OCC=C	CC(C)O	[]	conservative	per_rule
hydroxyl_benzyl	[O;D2;+0:1]-;!@[C;D2;z1;y1;+0]-[C;a;r6;+0]:1:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:[C;D2;+0]:1	[1]	[]	CC(C)OCc1ccccc1	CC(C)O	"[""CC(C)OCc1cccc(C)c1"",""CC(C)OC(C)c1ccccc1""]"	aggressive	per_rule
hydroxyl_acyl	[O;D2;+0:1]-;!@[C;z2;y2;+0](=[O;+0])-[C;D1;+0]	[1]	[]	CC(C)OC(=O)C	CC(C)O	"[""CC(C)OC(=O)CC""]"	aggressive	per_rule
hydroxyl_methyl	[O;D2;+0:1]-;!@[C;D1;+0]	[1]	[]	CC(C)OC	CC(C)O	"[""CC(C)OCC""]"	aggressive	per_rule
